region_area_,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
region_area_2452,6.569053876,259.5053444,29124.01311,6.460307259,328.442654,318.1910503,12.46529198,65.8651725,4.204699129,1
region_area_2452,6.569053876,259.5053444,29124.01311,6.460307259,328.442654,318.1910503,12.46529198,65.8651725,4.204699129,1
region_area_2453,,233.0317049,17541.04731,8.117665302,,315.9325349,11.91000517,61.81111296,4.164772624,1
region_area_2453,,233.0317049,17541.04731,8.117665302,,315.9325349,11.91000517,61.81111296,4.164772624,1
region_area_2454,4.29168773,174.7812405,18038.77918,8.298485881,,558.6794617,15.78782106,91.97595967,4.616088554,1
region_area_2454,4.29168773,174.7812405,18038.77918,8.298485881,,558.6794617,15.78782106,91.97595967,4.616088554,1
region_area_2455,,227.1875285,12674.97758,8.683666354,355.513228,354.5254348,12.7878689,83.68235643,4.403876807,1
region_area_2455,,227.1875285,12674.97758,8.683666354,355.513228,354.5254348,12.7878689,83.68235643,4.403876807,1
region_area_2456,4.921093903,213.0744843,14126.89534,6.102003774,358.5610426,347.8780515,21.34289913,65.81948052,3.285186851,1
region_area_2456,4.921093903,213.0744843,14126.89534,6.102003774,358.5610426,347.8780515,21.34289913,65.81948052,3.285186851,1
region_area_246,4.705356496,153.9474777,19556.06986,6.462487369,,380.2831664,9.287833652,94.01548587,3.437450134,0
region_area_2460,8.848103019,299.3416311,19794.27668,9.376343682,324.0968621,421.2524331,18.24280484,68.86807439,3.074799306,0
region_area_2461,5.866250668,197.6395705,19679.36748,4.563669368,320.7574848,424.5320167,15.62777262,84.51868411,4.281313459,0
region_area_2463,7.529929503,222.5880875,27062.3707,4.724757897,378.9868949,335.204756,13.89173733,97.35634982,4.585321994,0
region_area_2465,5.097786226,233.592906,23590.61852,8.823987096,327.0799761,455.6676438,15.24278139,68.72310286,4.829323364,0
region_area_2466,6.483994508,231.218942,29033.08591,6.996924875,327.0452111,384.7807383,17.99087726,76.05471569,2.688643285,0
region_area_2467,,303.9235419,12038.0752,4.079547086,326.1583611,432.4942918,13.27329923,40.16715065,3.399945492,0
region_area_2468,5.669699209,250.4365275,9545.167481,8.503436297,344.2306461,388.2253925,21.8853731,80.6032741,1.910116645,0
region_area_2469,8.127710424,253.8441992,13227.35719,6.006091747,363.0208201,419.8472238,18.38227726,79.04457895,4.244173211,0
region_area_2470,9.106916915,260.3835087,16879.82958,1.79788037,,304.4150808,8.169296053,70.30562482,4.186726399,0
region_area_2471,7.575757884,254.6582635,20855.57713,7.804501233,334.7725333,542.4161875,14.34101317,74.75370561,3.176432526,0
region_area_2472,8.246369054,257.9460587,31080.73689,5.791549408,333.5112692,379.1342128,17.63895379,55.14517501,4.43325661,0
region_area_2476,5.04562573,230.4763938,22557.90841,9.815523402,297.1702669,460.4006957,14.32081713,82.18133367,3.331786641,0
region_area_2478,11.06945629,306.9758709,43536.32568,3.742809849,,443.5810113,12.53239492,55.84799125,4.880512381,0
region_area_2479,5.775330889,220.5020602,14711.02764,6.95700014,360.0120749,545.7575599,11.87746443,67.41219878,5.164259921,0
region_area_248,6.581878202,323.7566353,37169.74921,7.809920394,416.8285937,361.5818394,15.23433449,79.3760265,4.201662864,0
region_area_2480,9.012100313,319.4531894,13064.7554,7.32083019,359.0818732,559.932142,12.12086777,63.81340388,4.962329207,0
region_area_2482,7.882123947,286.2402954,5477.652025,6.171246288,,453.9997357,12.28352047,34.30940434,5.364172169,0
region_area_2483,8.759488715,270.6952806,33365.22293,5.382261692,324.7836189,453.6530065,17.86834283,79.86286822,2.88957811,0
region_area_2485,,230.7362419,22060.49168,7.991686764,,396.5226406,10.18511568,70.01983487,4.963535103,0
region_area_2486,4.473882085,170.8757986,30014.00556,6.06456026,,443.8493917,8.615882717,100.3472952,4.893656691,0
region_area_2488,6.862936026,270.9217798,23580.9621,6.306732782,285.9372941,335.826747,13.57775776,89.52793484,3.806093256,0
region_area_2489,8.261405952,258.9619765,24871.13075,4.620204741,,451.1575706,19.20066367,50.77814995,2.80042812,0
region_area_2490,8.860324242,284.3990357,19550.60449,6.214252273,,295.5174362,13.19826235,25.17690431,2.47667442,0
region_area_2491,7.49651068,257.9112187,39423.97088,8.189304748,326.1491066,579.6742234,14.4189868,,3.363403258,0
region_area_2495,,234.2627295,12676.24377,9.47299676,320.6156977,492.5500256,13.4147227,46.96840962,3.240419097,0
region_area_2496,6.057904774,199.8966848,23603.80668,6.232217603,303.4437438,403.3984779,17.72022935,54.33293925,4.269753245,0
region_area_2497,8.005016372,238.0044253,49341.72609,4.034499621,301.4422411,447.4305073,14.07701408,,5.288776597,0
region_area_2498,,244.2363105,18519.46731,7.716992877,,384.4228878,13.85436289,43.85970516,2.676593519,0
region_area_2500,,253.3433581,22257.25518,6.60868992,305.6966113,444.3034358,13.80189309,64.32066665,4.478070477,0
region_area_2501,8.237091874,263.5924536,24415.2783,5.109167319,,455.6609008,12.51491039,48.67591384,3.686074473,0
region_area_2502,6.574083864,237.718102,22724.11477,5.907454114,331.534808,395.1239506,12.16753381,72.71027719,4.977323508,0
region_area_2503,7.33810761,239.62806,30043.23332,7.162813208,310.3596733,475.6048707,11.15909287,47.29865138,3.736379595,0
region_area_2504,4.851103882,197.4011274,20227.94859,6.035723514,369.686327,356.6253097,15.37172628,57.10492563,3.644106894,0
region_area_2506,6.709336439,277.2014766,8238.594849,7.387602385,290.6664936,294.8794589,11.97348044,51.99020737,4.074387228,0
region_area_2507,6.894050879,221.3451885,17475.77256,4.889973273,364.0538686,651.6910871,17.28818017,41.03157178,4.568843223,0
region_area_2509,,260.978812,26894.4497,4.007951343,329.8915507,354.6201501,15.21419086,,4.903914479,0
region_area_251,9.024845037,178.8705819,19859.98129,7.711612028,300.8954902,461.248481,14.87586294,73.89302565,3.985250506,1
region_area_251,9.024845037,178.8705819,19859.98129,7.711612028,300.8954902,461.248481,14.87586294,73.89302565,3.985250506,1
region_area_2510,8.039696863,284.6301098,8201.666924,7.988207394,,471.3147797,12.98296036,68.86586751,3.826063248,0
region_area_2511,9.824706476,268.7934206,15121.22953,2.820021934,,509.0385185,14.94162396,42.2832342,3.226035359,0
region_area_2512,10.88730499,334.6697544,15177.523,4.351727128,334.9259466,430.7126491,12.80748944,72.21732429,4.0041613,0
region_area_2513,9.831401691,314.4066125,13345.67391,6.262117972,296.5193309,472.5447372,12.10732293,76.13636709,3.311808138,0
region_area_2514,6.528479453,227.7135666,18533.64264,5.778457234,337.0415263,501.5829238,13.63626371,97.05910397,4.063276428,0
region_area_2515,4.09141145,197.5638288,24252.76363,6.95017019,283.4386153,492.3994042,10.71655551,70.18444171,5.95232482,0
region_area_2516,,248.4860737,12962.69448,6.171773261,363.4670671,513.9480011,18.99739348,80.46134784,3.500848662,0
region_area_2517,,283.6382817,32600.73422,6.397860979,344.3438135,457.4996851,14.00508919,53.00708479,3.165390901,0
region_area_2519,6.175164949,244.0564923,32875.49687,10.59185213,338.2513239,425.0070172,13.10282291,69.98238195,3.341369291,0
region_area_252,,220.7487396,23403.94211,8.21491923,,485.6785624,13.02910682,50.97691298,2.747312999,1
region_area_252,,220.7487396,23403.94211,8.21491923,,485.6785624,13.02910682,50.97691298,2.747312999,1
region_area_2523,,259.6116013,11610.30197,6.140469485,,417.1223979,7.175771158,76.49852083,3.813435553,0
region_area_2524,6.317576554,194.0738501,22578.12375,5.38526765,339.642313,583.9197436,15.42051466,49.08888657,3.399047914,0
region_area_2526,,252.6076106,29508.79762,3.624813291,325.8063592,438.7663982,8.924491446,76.48875325,4.115320543,0
region_area_2527,,190.7292411,31421.44931,6.32289427,347.1862685,388.8760756,17.64948464,54.91376743,4.536181266,0
region_area_2529,7.381108534,239.0882684,12320.8171,5.188703615,343.9847254,485.4068837,17.93183829,38.4523455,4.34273753,0
region_area_253,6.80011909,292.7819722,39143.70814,9.196883967,187.9158275,386.5615931,11.53746635,73.89227503,3.8549399,1
region_area_253,6.80011909,292.7819722,39143.70814,9.196883967,187.9158275,386.5615931,11.53746635,73.89227503,3.8549399,1
region_area_2530,6.17251737,238.5609077,10498.93996,7.417750366,323.2661486,477.1954246,21.33897837,68.27864196,4.129984995,0
region_area_2531,9.076317994,266.686614,14153.94819,4.715216289,334.2443159,321.9020421,10.88132094,69.22959306,3.436985824,0
region_area_2532,8.85411954,273.7390882,19259.10788,5.391253289,396.473654,477.1934417,10.5590293,73.89400664,3.461350424,0
region_area_2533,6.768060049,230.5798831,23793.33617,5.027288496,333.9433038,471.6354456,13.6623812,60.686241,4.145806702,0
region_area_2534,,257.8330045,30573.37113,4.133385995,342.6307952,403.6182565,15.66963656,81.53651397,3.109695768,0
region_area_2537,5.49978773,200.8499807,43195.77848,6.265785431,323.2616951,297.3910574,11.33540822,71.93628076,3.668220483,0
region_area_2539,7.283913577,248.3760158,23112.80925,9.197998814,333.0770977,459.4666793,14.56359092,70.11521888,3.571862512,0
region_area_254,7.174135163,254.1828253,20401.40727,7.376995666,287.8307923,325.6549,14.63851004,74.52061603,3.939895657,1
region_area_254,7.174135163,254.1828253,20401.40727,7.376995666,287.8307923,325.6549,14.63851004,74.52061603,3.939895657,1
region_area_2541,5.735723555,209.0926315,25363.32141,7.423790633,378.2884046,578.4096706,13.73162391,76.067337,4.732953571,0
region_area_2542,6.158424006,226.8053405,26369.33138,9.466400915,348.6388516,463.8109933,13.35968908,61.17277776,5.080497555,0
region_area_2544,7.054266774,263.203015,7450.379186,8.422299497,,406.1577818,11.48895352,75.33433821,4.780615832,0
region_area_2545,,250.7161129,25973.63144,6.186183396,336.7858545,355.0753629,12.74541402,46.96952354,3.151767824,0
region_area_2546,3.148712285,193.0459749,23257.51364,7.974464793,293.9059129,401.9463032,9.02859387,68.43161212,3.465637836,0
region_area_2547,5.665266377,213.6639738,31883.31512,8.007673472,351.4268454,560.922564,15.73726808,72.57238493,4.571823611,0
region_area_2548,8.310938776,296.4935002,7929.809559,8.52757926,374.2086573,358.7235433,14.21087158,84.85556757,4.408559684,0
region_area_255,7.657991237,287.7347799,14246.09393,5.984254238,373.910476,426.7291889,10.56923858,85.96776861,2.437296288,1
region_area_255,7.657991237,287.7347799,14246.09393,5.984254238,373.910476,426.7291889,10.56923858,85.96776861,2.437296288,1
region_area_2550,7.957113516,249.8813955,20426.0713,7.86718422,380.8232864,343.2615382,14.6428502,62.36135787,3.729873301,0
region_area_2551,7.400238581,269.5987033,8136.376401,5.981547173,311.506273,528.8377779,15.29134236,50.95201298,4.880119768,0
region_area_2552,9.734619708,295.7025563,18976.53789,4.441159645,331.3809014,394.0525373,15.00200131,,3.506502994,0
region_area_2554,,301.3465737,24538.7421,6.982794172,345.8550754,436.2087151,14.08915569,60.27473017,6.099631873,0
region_area_2555,5.681810748,201.8598281,26373.80024,5.346778143,,478.577601,8.728794838,102.3614466,5.375156609,0
region_area_2556,8.394509585,275.1210381,23961.80935,4.419562478,338.151455,486.6844564,17.31867608,65.09096072,3.712472834,0
region_area_2557,8.528292138,278.4600972,27352.64823,7.37151253,350.7408591,398.2427538,12.71673596,80.30107145,4.596923506,0
region_area_2558,6.238053654,229.071942,21919.89825,6.780566389,336.6034826,297.6779466,17.56488792,47.06827116,3.848306967,0
region_area_2559,5.870615501,236.9522663,18910.15082,8.18942457,329.4924286,437.287531,13.4050239,52.27741879,3.728785237,0
region_area_256,8.322986672,258.0263529,28049.95109,8.522250662,298.5581977,368.8308688,18.81427337,61.02642039,4.052135728,1
region_area_256,8.322986672,258.0263529,28049.95109,8.522250662,298.5581977,368.8308688,18.81427337,61.02642039,4.052135728,1
region_area_2561,6.069363894,251.6901532,9323.5231,9.082711707,326.2120958,460.5463518,12.52837951,74.02902564,4.914809132,0
region_area_2563,7.506111457,238.9957031,31920.88951,5.409501089,334.9884171,446.5019952,15.32596657,43.47549391,4.744006691,0
region_area_2564,5.895145558,242.8152598,14705.21106,7.600958049,306.5528506,439.8712233,15.12313769,45.00259754,5.075214288,0
region_area_2566,8.550525459,260.4563569,22377.57776,2.349680333,322.9011503,423.7785861,13.10176073,43.10484918,4.591997454,0
region_area_2567,7.12263744,234.1765389,31296.20722,4.120215605,,421.7210703,14.17105748,77.30079204,3.750446965,0
region_area_2569,4.624304291,171.8102093,22982.05422,7.992263473,372.782472,270.6711636,13.15903007,66.66846544,3.424250049,0
region_area_2570,,193.8729936,19290.87288,5.779514209,371.6146631,496.1643044,14.0297317,63.91730173,4.117287902,0
region_area_2571,6.091382724,242.894943,17280.26701,8.622232622,,423.3533341,12.84481847,85.14203392,5.075519616,0
region_area_2573,8.115624507,250.8729037,15513.31739,5.741299987,,431.165326,8.425276395,53.89059173,4.40881194,0
region_area_2575,6.914868152,257.0238277,10343.68366,7.466395058,325.1282834,531.425673,16.27873017,68.36194466,2.988611444,0
region_area_2576,7.337924402,239.5731927,24266.8227,6.540039655,326.9998145,510.4914689,13.47836915,66.0240572,3.935513837,0
region_area_2577,7.766114454,263.0915567,24145.69057,7.62107618,364.8265256,474.213595,15.57025641,70.22084396,4.399902313,0
region_area_2579,6.891549222,234.8485183,13376.98528,6.561623932,334.5475879,518.7861449,16.69120538,81.8278488,4.958936841,0
region_area_2580,5.946160789,241.3254628,12767.96104,8.634937529,324.48794,510.0425021,12.52042979,54.21058139,4.903632079,0
region_area_2581,6.363836378,258.196327,9845.007103,9.461110137,321.3758381,476.6975435,19.26126102,58.38030475,4.038983502,0
region_area_2582,5.331799285,200.7289381,19694.21158,6.841329093,336.7570212,296.1030485,14.40357879,46.22876286,4.734873907,0
region_area_2583,,283.3740418,10634.36386,7.253351413,334.7950757,552.3164326,14.11854151,85.33009462,4.799012921,0
region_area_2584,8.466013448,274.9488263,22523.42936,6.364057467,287.6890353,340.1497146,17.84909576,77.93280421,3.94662054,0
region_area_2585,7.426274011,242.9191446,36991.26076,4.7963478,,600.612222,18.84138048,24.84922718,4.363335813,0
region_area_2588,6.559627885,202.8891034,22624.33899,7.456297693,388.2639236,403.925412,10.21246247,55.40167061,3.664463031,0
region_area_2589,5.606315226,241.1091634,12308.53865,8.24394359,312.4252789,409.7114941,18.62932004,67.34133993,3.748740507,0
region_area_2591,,237.7930761,28989.00715,5.283202191,333.96416,488.8780832,15.11641405,69.9201333,3.666869694,0
region_area_2592,,274.6643026,8722.457832,8.264640621,,385.2472771,15.53584723,64.67914327,3.440299615,0
region_area_2593,7.539337776,278.0900185,12611.24112,9.202774024,345.8843477,353.3477106,12.87406982,82.94128226,5.114128668,0
region_area_2594,8.849702725,248.5529376,20129.6636,4.877625094,330.2472176,366.5817227,11.98786121,45.821793,2.987671524,0
region_area_2595,7.682762474,262.437743,12723.64691,6.367530344,381.6907158,370.2124405,14.28031654,70.06467472,5.044306092,0
region_area_2597,6.448191032,232.363776,18460.98374,8.423055903,,363.7092916,14.04442471,74.10553906,3.932210321,0
region_area_26,3.445061864,258.7001509,33425.07349,8.47733686,384.752119,451.8908757,13.91090221,30.3995972,4.184396969,0
region_area_2600,,242.0752501,17540.88145,8.474915641,,333.9171162,19.17782727,61.67532811,4.12930091,0
region_area_2601,9.756577628,295.2352327,17940.40389,6.844242323,,347.8185686,23.77266678,73.34846576,3.749009258,0
region_area_2602,,210.1732887,61227.50082,3.408782935,313.7213674,387.1729724,17.35169811,82.31223305,3.860806603,0
region_area_2603,6.406797813,233.6590279,17851.36883,7.157947264,333.2318442,408.8847464,17.40661654,64.18523584,4.573968265,0
region_area_2604,,303.8282796,28865.21509,8.219560341,365.4945956,489.8047629,15.92807429,70.87318969,4.697040686,0
region_area_2605,8.445219159,279.2967509,28966.87414,5.875044544,,371.810354,14.65922004,60.7272302,4.400705862,0
region_area_2608,,294.456449,20977.09659,6.197446642,351.1950106,497.661493,10.55662924,84.29384541,3.558444802,0
region_area_2609,5.70110097,221.2702018,17121.81073,9.231200804,375.5209887,388.9788546,11.07715006,63.40829628,5.956753498,0
region_area_261,4.815766791,268.4609838,16392.43988,7.156359853,279.4874095,491.5858283,15.6222963,77.8083736,4.375223811,1
region_area_261,4.815766791,268.4609838,16392.43988,7.156359853,279.4874095,491.5858283,15.6222963,77.8083736,4.375223811,1
region_area_2611,5.517737316,241.4438185,17638.62728,10.22104714,,472.0339812,12.63668428,45.00284334,4.523106008,0
region_area_2612,3.854617678,182.1701437,19640.10081,7.448691759,306.1280269,466.6172738,16.96972165,81.64112291,4.290435046,0
region_area_2613,7.558076302,304.6147952,16643.18899,10.91958395,,566.0379912,15.25962769,81.86109532,4.169005267,0
region_area_2614,7.387433763,265.066923,11694.9401,8.968868861,376.2506963,366.9108547,15.28950917,80.34617222,3.830577272,0
region_area_2615,7.763415107,244.49501,20019.56603,8.039580395,374.3429036,385.1778751,11.54097972,29.10863632,4.113536187,0
region_area_2616,,256.3257448,24820.7979,6.922067285,330.149513,396.4125461,9.328072487,69.81802609,4.25222038,0
region_area_2617,7.509350205,243.2418453,17045.90491,8.511034012,347.4869356,276.4627439,16.03505092,83.37752889,4.321856147,0
region_area_2618,,170.659701,22331.54269,7.746727401,351.9065403,482.169091,16.74781537,62.762091,4.659394534,0
region_area_262,6.548020558,329.3589959,25508.69176,6.444567174,367.6166152,507.4267528,16.66816651,79.4386784,3.611860372,1
region_area_262,6.548020558,329.3589959,25508.69176,6.444567174,367.6166152,507.4267528,16.66816651,79.4386784,3.611860372,1
region_area_2621,5.859690474,214.2707856,19231.3381,6.236870839,340.1165931,478.4819554,19.85407906,61.90597988,2.747332827,0
region_area_2622,8.891674051,235.6434969,41801.74665,3.104765215,337.7922214,471.181821,13.82050393,42.19312211,4.522599229,0
region_area_2623,10.15421907,294.9832753,24756.26507,4.406539791,300.5426282,397.6944272,15.46859878,70.93824355,3.730899269,0
region_area_2624,,278.2065536,32102.49552,3.342036891,322.4161866,443.3814907,11.79509122,57.1646899,3.581036881,0
region_area_2625,7.683156515,272.349238,25476.18965,9.610154948,,382.9089093,12.15943924,52.00750008,4.781323094,0
region_area_2626,7.455541163,276.0880416,16242.36509,7.899291519,350.8532066,341.7788244,13.21996542,60.27714813,2.930364596,0
region_area_2629,5.720136479,233.2140505,13464.15723,7.949155857,,411.614481,13.46677755,53.06790369,3.513255496,0
region_area_2630,9.961503137,327.4736552,18743.5273,8.855929018,361.9662787,467.6565592,21.66948866,93.85533372,5.215590495,0
region_area_2631,3.230973106,171.5593402,13691.39978,6.531140819,328.9854024,271.5402152,18.51113902,54.96712343,3.281920559,0
region_area_2632,10.18843265,337.3418815,7106.105519,9.535729804,322.4311717,447.9845085,12.97659907,78.84705511,4.635243483,0
region_area_2633,6.262907282,236.7565423,5157.35841,7.499580139,338.9405002,580.39326,14.70644315,,4.594919156,0
region_area_2634,7.399811394,280.5501552,28631.25923,8.406895108,303.0608724,447.4719088,12.03255244,78.69144087,3.803723818,0
region_area_2636,4.704183667,220.7178043,7029.144428,8.682232116,318.5749268,299.6425295,8.174436301,63.7799491,4.1389944,0
region_area_2637,8.65479265,268.9465503,14799.61627,5.859237943,366.8931047,426.9753326,9.059519549,72.73527968,5.148137888,0
region_area_2638,8.018771949,278.8853533,27405.62102,6.186549647,,504.7254407,8.821667103,56.30385178,4.356279098,0
region_area_2639,8.189363356,280.3823899,13197.87163,5.703145603,334.7994019,615.5707471,14.96637709,103.4378547,3.688298056,0
region_area_2640,9.341091803,281.2039465,18254.41547,5.809163291,,304.6878325,13.01375475,91.97152704,4.5987865,0
region_area_2641,,279.0258855,18593.52745,5.600396378,,485.4007333,13.7776468,54.60746879,4.122850191,0
region_area_2642,4.89196004,204.280123,9559.852203,7.542255849,350.5695035,506.9778455,11.56262389,61.22552919,3.904269955,0
region_area_2644,5.655117422,197.535914,19272.20793,6.0866283,317.2407437,480.0000016,12.07641687,62.1195632,4.401152242,0
region_area_2645,7.890263353,215.4819256,17645.37015,6.836549009,,644.2231328,22.08215822,33.39429799,4.636738763,0
region_area_2646,11.90773983,348.8725702,17083.4799,5.574181912,,410.4357976,14.16836966,64.48359318,4.256415421,0
region_area_2647,8.811472248,320.9834399,12138.72777,10.21574439,361.0406874,447.6204214,16.05768036,67.99349673,5.587395988,0
region_area_2649,5.735358659,199.9455809,28628.45667,4.768263345,,475.6598937,12.30695002,66.02485037,4.085054788,0
region_area_265,7.788054733,263.465348,29879.36496,6.694150912,361.4133722,369.6740815,14.93374304,83.97133634,3.368757217,1
region_area_265,7.788054733,263.465348,29879.36496,6.694150912,361.4133722,369.6740815,14.93374304,83.97133634,3.368757217,1
region_area_2651,8.77504747,242.3007651,21768.94555,4.446193918,387.9906654,445.6283975,11.98018416,56.14409753,3.830698864,0
region_area_2652,8.303831038,273.7239275,26030.92332,6.804163032,,378.3894944,14.4885847,70.18770036,3.392656701,0
region_area_2653,5.082241432,242.5409377,17739.50377,8.806911322,310.5326287,423.2636361,12.41210887,89.00755531,5.056378662,0
region_area_2654,5.813546488,234.8056665,10112.51213,6.232181555,310.1962998,451.6990268,11.54317528,77.62319277,3.721425933,0
region_area_2656,5.913374864,199.3818349,14468.09074,5.854284509,,437.1459817,14.52840359,56.57538632,2.499831969,0
region_area_266,5.191834327,261.8680755,14866.40867,6.93388068,323.8543983,398.8215795,17.88500011,83.62040623,3.859800939,1
region_area_266,5.191834327,261.8680755,14866.40867,6.93388068,323.8543983,398.8215795,17.88500011,83.62040623,3.859800939,1
region_area_2660,8.331553235,289.7663048,11636.07689,3.618428673,277.1473931,416.3501288,15.5157638,,2.69238888,0
region_area_2661,7.819659154,275.8807265,16404.25719,6.788499661,313.913247,423.3139485,15.48061622,32.79685115,2.402337211,0
region_area_2662,5.428356914,217.7912741,24930.50362,7.662275168,334.8320902,410.4984375,18.28414888,70.42769587,2.847843538,0
region_area_2663,4.556656719,207.1968316,14401.02344,9.156474459,,493.8507161,8.002724429,55.02894346,4.392257325,0
region_area_2665,7.114386719,247.3078508,27023.01332,5.871975638,,507.6286046,18.80927854,59.84543815,3.762682466,0
region_area_2666,6.376950464,221.0009705,16079.66606,5.128991847,332.6020052,321.8779001,15.80870723,54.12811185,4.284387096,0
region_area_2667,9.338235018,299.1499063,17417.10659,6.361062639,343.4659209,515.7824089,19.84781527,58.77352985,1.872572601,0
region_area_2669,8.93387761,329.0056442,14179.92755,7.823451759,319.1016155,345.3455112,16.76990001,48.47225675,4.374796522,0
region_area_267,5.626339528,281.6318735,14442.72369,4.905558063,,356.6582064,11.47370244,43.31018163,1.943318777,1
region_area_267,5.626339528,281.6318735,14442.72369,4.905558063,,356.6582064,11.47370244,43.31018163,1.943318777,1
region_area_2672,5.600876517,234.3476737,20411.96919,9.448955607,337.1499318,378.464984,11.20087801,66.93512406,4.362033669,0
region_area_2673,6.102533306,230.1711229,24196.56923,6.850533159,322.1872265,536.0050949,13.58314984,60.17329023,2.292573781,0
region_area_2674,6.490922996,239.8054789,30453.928,5.755308309,298.2579123,487.0217256,15.07896965,47.12788944,4.372333382,0
region_area_2675,8.50697907,248.5190319,20098.50433,6.151745136,344.8723666,566.0247962,9.133358906,79.04809631,3.881793835,0
region_area_2676,7.413288341,247.2261932,17465.65039,6.004385206,355.9099055,311.0384915,13.28306888,80.71977634,3.290105906,0
region_area_2677,,303.1784553,20197.55248,2.257444837,351.2928704,465.0748121,12.13686303,69.40725204,5.146442624,0
region_area_2678,7.586235788,241.66411,16410.24137,5.434214807,,412.9044967,14.01108196,95.49766214,4.351335081,0
region_area_2679,7.103348375,300.3632494,4425.731251,7.906951641,293.8237792,278.5458502,18.52798541,68.58919413,4.417193561,0
region_area_268,6.869638941,302.0673382,21729.12611,8.498364124,280.5219697,549.5718769,13.09914,56.52470792,4.726702454,1
region_area_268,6.869638941,302.0673382,21729.12611,8.498364124,280.5219697,549.5718769,13.09914,56.52470792,4.726702454,1
region_area_2681,2.376768076,180.6378635,11684.41645,9.669997259,302.1748604,514.0153898,8.846257762,76.42569468,3.629217768,0
region_area_2682,7.514835666,266.2134142,17017.73477,7.112230371,336.3975671,493.7630284,14.63785431,66.15224574,4.29973216,0
region_area_2684,4.835297728,187.0689273,23031.52062,5.255368849,359.6782019,577.5686696,11.61080332,60.88885711,3.633760608,0
region_area_2686,7.945909069,263.8402974,16770.19536,4.440529876,293.1643601,488.2717105,14.29485646,82.16940434,3.58543125,0
region_area_2688,6.089430846,258.0410233,11339.47087,8.583536828,318.0242364,541.8739878,11.77931809,48.47324968,4.366860919,0
region_area_2689,7.172323075,242.1633132,14702.36388,6.252294198,314.6113953,535.1360202,12.73518164,108.3802268,3.08421564,0
region_area_2690,8.332953485,287.3062948,18882.09999,3.970882426,,394.8341624,15.22605523,55.62273876,3.408299588,0
region_area_2691,,282.7471883,21461.14297,8.368672517,361.4173239,385.1870594,12.28378804,66.97950108,3.955090834,0
region_area_2693,,231.854547,30050.74426,7.670820303,360.8320144,388.2592339,17.77956509,,3.522486463,0
region_area_2694,3.676844993,224.4515928,22581.5293,12.3485514,289.8719589,609.8342459,8.49140745,49.77355359,5.461473096,0
region_area_2699,3.272820098,196.2661964,7409.281007,11.6912045,337.4329222,443.8146721,10.56387423,,4.318516117,0
region_area_27,,196.5420713,13225.24045,7.6016341,304.747106,309.0956665,12.83452472,49.6518488,4.004871128,0
region_area_2700,7.117578658,236.9735711,31529.2535,6.082226587,336.0939938,390.6832648,19.17899551,76.01807215,4.333401737,0
region_area_2701,7.822257363,250.7766839,22411.31167,4.978782931,343.8254903,603.5886023,12.37807332,75.37121195,3.080865919,0
region_area_2702,4.334057806,206.6032411,13351.71864,8.29911614,322.5320784,397.6268331,7.914444539,77.99421906,2.613532097,0
region_area_2703,,264.8092028,10039.84319,9.825314419,384.4994126,497.526635,19.02258399,51.60035051,3.259749194,0
region_area_2705,5.290666877,211.2059195,9265.409758,8.967255646,359.2922606,474.6783382,11.32581749,67.76106592,3.530573616,0
region_area_2706,7.873271693,233.4205492,25337.42777,3.41025473,363.2297168,325.294948,12.23742545,65.61492502,3.306392909,0
region_area_2707,7.148440932,224.0467089,30656.46792,4.43301501,,535.989833,14.67281892,57.93702269,4.308569821,0
region_area_2709,,240.5973084,20278.64308,6.495129464,,324.939175,10.19708706,46.74429867,4.940014517,1
region_area_2709,,240.5973084,20278.64308,6.495129464,,324.939175,10.19708706,46.74429867,4.940014517,1
region_area_271,7.275908774,225.9942672,22645.07116,7.582043906,294.0549668,383.4506926,17.51668255,56.91428677,5.062297798,1
region_area_271,7.275908774,225.9942672,22645.07116,7.582043906,294.0549668,383.4506926,17.51668255,56.91428677,5.062297798,1
region_area_2710,5.654118943,222.5254416,16431.50971,6.978643596,388.649745,429.2023061,11.91985238,86.42323645,3.466264458,1
region_area_2710,5.654118943,222.5254416,16431.50971,6.978643596,388.649745,429.2023061,11.91985238,86.42323645,3.466264458,1
region_area_2711,7.650683237,290.2640383,15327.22982,8.623085772,374.1814249,435.4413525,17.98859172,,4.043710884,1
region_area_2711,7.650683237,290.2640383,15327.22982,8.623085772,374.1814249,435.4413525,17.98859172,,4.043710884,1
region_area_2712,6.418203057,224.2201045,19617.6133,7.091661498,322.6103634,401.7724664,18.55895077,46.46086378,2.670976747,1
region_area_2712,6.418203057,224.2201045,19617.6133,7.091661498,322.6103634,401.7724664,18.55895077,46.46086378,2.670976747,1
region_area_2713,6.848000113,250.5507046,26297.25311,7.034362689,354.995668,407.6414707,22.24495838,51.64996489,3.815227609,1
region_area_2713,6.848000113,250.5507046,26297.25311,7.034362689,354.995668,407.6414707,22.24495838,51.64996489,3.815227609,1
region_area_2715,5.924799469,162.2524724,15414.20096,6.59521926,348.6069501,287.6930746,13.36614311,74.30899492,4.188927904,1
region_area_2715,5.924799469,162.2524724,15414.20096,6.59521926,348.6069501,287.6930746,13.36614311,74.30899492,4.188927904,1
